Name,Keywords,Result
Machine Learning for Trading,"machine learning, trading","['Machine learning', 'What Is Machine Learning (ML)?', 'Machine learning', 'explained', 'What is Machine Learning? Definition', 'Types', 'Tools & More', 'What Is Machine Learning? Definition', 'Types', 'and Examples']"
"TESOL Certificate, Part 2: Teach English Now!","tesol certificate, teach english, part 2","['TESOL Certification | Teach English Abroad & Online', 'TESOL Certificate Teaching English to Speakers of Other ...', 'What Is TESOL? Which Certification Is Better - TEFL or TESOL?', 'On-Demand & Facilitated', 'Arizona State University TESOL Professional Certificate', 'TESOL Certification', 'Teach English Online and Abroad', 'How To Get Online TESOL Certification So You Can Teach ...', 'Teaching English to Speakers of Other Languages (TESOL)', 'TESOL | International Association']"
Web Design for Everybody: Basics of Web Development & Coding,"web development, web design, everybody, coding, basics","[""The Beginner's Guide to Website Development"", 'Web development', 'Web Development Roadmaps', 'Web Development', 'What Is Web Development? (2024 Guide)', 'Web Development', 'Top Web Development Courses Online - Updated [May 2024]', 'Getting started with the web - Learn web development', 'Learn web development - MDN Web Docs - Mozilla', 'Learn web development']"
Software Design and Architecture,"software design, architecture","['Software design', 'Software Design Process - Software Engineering', 'Software Design Basics', 'Why Software Design Is Important', 'Software Design and Architecture Specialization', 'Software design pattern', 'Basics of Software Design | Scaler Topics', 'Introduction of Software Design Process - Set 2', 'Software Design (2nd Edition): Budgen', 'David']"
Financial Analysis - Skills for Success,"financial analysis, success, skills","['Financial Analysis: Definition', 'Importance', 'Types', 'and ...', 'What is Financial Analysis? Types & Examples', 'Overview', 'Guide', 'Types of Financial Analysis', 'Introduction to Financial Analysis - Open Textbook Library', 'Fundamentals of Financial Statement Analysis']"
Investment Management,investment management,"['Investment Management: More Than Just Buying and ...', 'Investment Management', 'Division of Investment Management', 'Investment Management', 'Investment management', 'What is Investment Management? Types', 'Career', '& How It ...', 'Charles Schwab | A Modern Approach to Investing and ...', 'Morgan Stanley Investment Management']"
Blockchain,blockchain,"['Blockchain.com | Be early to the future of finance', 'Blockchain', 'Blockchain Facts: What Is It', 'How It Works', 'and How It Can ...', 'Understanding Blockchain Technology - Cryptocurrency', 'Blockchain: Opportunities for health care', 'What Is Blockchain?']"
Microsoft Azure AI Fundamentals AI-900 Exam Prep,"microsoft azure ai fundamentals ai, 900 exam prep","['Microsoft Certified: Azure AI Fundamentals - Certifications', 'Microsoft Azure AI Fundamentals: AI Overview - Training', 'Fundamental AI Concepts - Training', 'Course AI-900T00-A: Microsoft Azure AI Fundamentals', 'Microsoft Azure AI Fundamentals AI-900 Exam Prep ...', 'Study guide for Exam AI-900: Microsoft Azure ...', 'Prepare for the Microsoft Azure AI Fundamentals (AI-900) ...', 'Top AI-900: Microsoft Azure AI Fundamentals Courses Online', 'Microsoft Azure AI Fundamentals', 'Study guide for Exam MS-900: Microsoft 365 Fundamentals']"
Healthy and Sustainable Foods and Products,"sustainable foods, products, healthy","['Top 10 sustainable foods', '6 of the Most Sustainable Foods in the World', 'Sustainability | The Nutrition Source - HSPH.Harvard.edu', 'What is sustainable food?', 'Most Sustainable Foods and How to Eat Sustainably', 'Eight tips to eat more sustainably - WWF-UK', 'Eat this to save the world! The most sustainable foods', '50 Most Sustainable Foods for a Planet-Friendly Plate', '10 Most Sustainable Foods & Ingredients', 'Product (business)']"
"Food Sustainability, Mindful Eating, and Healthy Cooking","mindful eating, healthy cooking, food sustainability","['Mindful Eating | The Nutrition Source | Harvard T.H. Chan ...', '6 Ways to Practice Mindful Eating', 'Mindful Eating: The Art of Presence While You Eat - PMC', ""Mindful Eating 101 ï¿½ï¿½ï¿½ A Beginner's Guide"", '8 steps to mindful eating', 'How to Practice Mindful Eating', 'Mindful Eating', 'Mindful Eating', 'Mindful Eating: A Guide to Rediscovering a Healthy and ...', 'EatingWell: Healthy Recipes']"
Academic English: Writing,"academic english, writing","['Academic English', 'What is academic English?: Developing ... - Help Centre', 'What Is the Difference Between Social and Academic ...', 'Academic English: Writing Specialization', 'Definition of Academic English', 'Academic English for International Students & EAP Teachers', 'University of Washington Academic English Program - Seattle', 'Academic English Now ï¿½ï¿½ï¿½ Helping You Write High-Impact ...', 'Academic English Program (AEP) | Texas Global', 'Writing.Com']"
Probabilistic Graphical Models,probabilistic graphical models,"['Probabilistic Graphical Models Specialization', 'Probabilistic Graphical Models 1: Representation', 'Probabilistic Graphical Models: Principles and Techniques ...', 'Probabilistic Graphical Models', 'CS 228 - Probabilistic Graphical Models', '10-708 ï¿½ï¿½ï¿½ Probabilistic Graphical Models', 'CS 228 - Probabilistic Graphical Models', 'Introduction to Probabilistic Graphical Models', 'Graphical Models - UBC Computer S']"
Real-World Product Management,"world product management, real","['Product Management World: Home Page', 'Real-World Product Management Specialization', 'World Product Day', 'ProductWorld ï¿½ï¿½ï¿½ Product Management Conference ï¿½ï¿½ï¿½ SF Bay ...', 'How many Product Managers are in the World?', 'Product Management in Practice: A Real-World Guide to ...', 'Product managers for the digital world', 'Product Management A-Z: Hands-On', 'Real-World ...', 'What does a global product manager do?']"
Photography Basics and Beyond: From Smartphone to DSLR,"photography basics, smartphone, dslr, beyond","[""Photography Basics: The Complete Beginner's Guide"", ""Photography Basics ï¿½ï¿½ï¿½ A Beginner's Photography Guide"", 'Photography for beginners: master the basics', 'Photography for Beginners Guide', 'Camera Basics and Photography for Beginners', 'Photography Basics and Beyond - Coursera', 'Advice for someone struggling to learn photography basics', 'Photography for Beginners (The Ultimate Guide for 2024)', 'The best phones to buy in 2024', 'Smartphone']"
Meta AR Developer,meta ar developer,"['Meta AR Developer Professional Certificate', 'AR Jobs and VR Jobs', 'Online Course: Meta AR Developer from Meta', 'AR Studio in open beta - Meta for Developers', 'Meta Spark Studio - Create Immersive AR Experiences', 'Augmented Reality Blog Articles - Meta for Developers', 'Meta AR Developer Professional Certificate', 'Reality Labs']"
Robotics,robotics,"['Robotics', 'What Are Robots? Robotics Definition & Uses.', 'International Federation of Robotics', 'VEX Robotics: Home', 'Agility Robotics', 'Robotics - Overview | Occupational Safety and Health ...', 'What Is Robotics? | Definition and Popular Examples', 'What Is Robotics? | Definition from WhatIs', 'FIRST Robotics', 'Hai Robotics: Next-gen Warehouse Automation with ACR ...']"
Medical Terminology,medical terminology,"['A-Z of medical terms', '75 Must-Know Medical Terms', 'Abbreviations', 'and Acronyms', 'Online Medical Terminology Course', 'Medical Terminology for Health Professions', 'Spiral bound ...', 'Dictionary of Medical Terms', 'Medical Dictionary of Health Terms: A-C', 'Medical Terminology for Healthcare Professions']"
Web Applications for Everybody,"web applications, everybody","['Web application', 'What is Web Application (Web Apps) and its Benefits', ""What Is a Web App? A Beginner's Guide"", 'What is a Web Application?', 'What Is a Web Application? (With Benefits and Jobs)', 'Web app | Definition', 'History', 'Development', 'Examples ...', 'UM Web Applications']"
Databases for Data Scientists,"data scientists, databases","['Data Scientists : Occupational Outlook Handbook', 'What Is a Data Scientist? Salary', 'Skills', 'and How to ...', 'What Data Scientists Really Do', 'According to 35 Data ...', 'What is a Data Scientist? What Do They Do?', 'Data Scientists: Pioneers in the Evolution of Data Analysis', 'How to Become a Data Scientist in 2024: Complete Guide', 'Data Scientist Overview - Best Jobs']"
Rust Programming,rust programming,"['Rust Programming Language', 'Rust (programming language)', 'Introduction - The Rust Programming Language', 'The Rust programming language absolutely positively sucks', 'What is Rust and why is it so popular?', 'A Gentle Introduction to Rust']"
Biostatistics in Public Health,"public health, biostatistics","['What is public health?', 'What is Public Health?', 'Introduction to Public Health|Public Health 101 Series|CDC', 'American Public Health Association ï¿½ï¿½ï¿½ For science. For action ...', 'Johns Hopkins Bloomberg School of Public Health', 'Public health', 'Department of Public Health', '10 Essential Public Health Services', 'CDPH Home', 'Home | Powerful ideas for a healthier world']"
Object Oriented Programming in Java,"object oriented programming, java","['Object-oriented programming', 'What Is OOP (Object Oriented Programming)?', 'Introduction of Object Oriented Programming', 'What is the point of Object Oriented programming?', 'Object-oriented programming - Learn web development | MDN', 'What is object-oriented programming? OOP explained in ...', 'Object-oriented Programming in 7 minutes | Mosh', 'Object-Oriented Programming (C#)', 'Object-Oriented Programming', 'Java | Oracle']"
Fundamentals of Accounting,"fundamentals, accounting","['Fundamental Definition & Meaning', 'What Are Fundamentals? Types', 'Common Analysis Ratios', '...', 'FUNDAMENTAL Synonyms: 148 Similar and Opposite Words', 'Fundamentals: Ten Keys to Reality: Wilczek', 'Frank', 'The Fundamentals: Thoughtfully designed kitchenware ...', 'FUNDAMENTAL Definition & Meaning', '93 Synonyms & Antonyms for FUNDAMENTAL']"
Healthcare IT Support,"support, healthcare","['Support Definition & Meaning', 'SUPPORT | definition in the Cambridge English Dictionary', 'Official Apple Support', 'SUPPORT Definition & Meaning', 'SUPPORT Synonyms: 318 Similar and Opposite Words', 'Google Help', 'Microsoft Support', 'Apple Support on the App Store', 'Support - Definition', 'Meaning & Synonyms']"
